id,brand,car_model,type,descproblem,datetime,status,desc,problem
487774,众泰汽车,众泰T300,2019款 1.5L 手动 小强版,,2020-06-24,处理反馈,众泰T300发动机异响厂家承诺保养不兑现,"A9,E43,I293,L314,"
487773,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,,2020-06-24,处理反馈,广汽本田雅阁雨天高速行驶过程中失速,"A255,"
487770,福田汽车,奥铃,2007款 BJ1049V8JEA-B,,2020-06-24,信息审核,福田奥铃捷运服务站服务态度差不解决问题,"I295,K307,"
487768,奇瑞汽车,捷途X70S,2019款 X70S 1.5T 手动 征途版 国V,,2020-06-24,用户评分,捷途X70S配件质量差导致故障问题多,"N317,"
487767,广汽乘用车,传祺GS5,2019款 270T 自动 精英版,,2020-06-24,处理反馈,广汽传祺GS5换挡顿挫 前轮刹车异响,"B19,E43,"
487766,一汽-大众奥迪,奥迪Q3,2016款 35 TFSI 风尚型,,2020-06-24,信息审核,一汽大众奥迪Q3出现请勿超过发动机最高转速,"A34,"
487762,吉利汽车,星越,2019款 350T 驭星者,,2020-06-24,用户评分,吉利星越4S店销售库存车 服务承诺不兑现,"H15,L314,M283,"
487761,上汽大众,朗逸,2013款 1.4TSI DSG舒适版,,2020-06-24,厂家受理,上汽大众朗逸变速箱机电单元损坏4S店不保修,"B96,B115,I297,"
487760,一汽-大众,迈腾,2020款 330TSI DSG 领先型,,2020-06-24,处理反馈,一汽大众迈腾行驶过程中后门天窗有异响,"D59,H72,H89,"
487759,奇瑞汽车,艾瑞泽5,2016款 1.5L 手动 领潮版,,2020-06-24,处理反馈,奇瑞艾瑞泽5发动机渗油售后不予质保,"A12,"
487758,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,,2020-06-24,用户评分,吉利博越变速箱顿挫 拖挡导致共振严重,"B19,B69,"
487757,新特汽车,SITECH DEV 1,2018款 创睿版,,2020-06-24,信息审核,新特SITECH DEV 1配件质量差频繁故障,"H134,H101,"
487752,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 臻享型,,2020-06-24,处理反馈,吉利嘉际购车旅游基金不兑现厂家拖延不处理,"I295,L313,"
487747,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,,2020-06-24,用户评分,吉利博越没有挡位灯和前雾灯与宣传不符,"M279,"
487746,北京现代,领动,2016款 1.6L 自动 智炫·精英型,,2020-06-24,处理反馈,北京现代领动行驶跑偏 发动机抖动,"A24,G117,"
487744,上汽集团,名爵6,2019款 20T 自动 运动版,,2020-06-24,处理反馈,上汽名爵6变速箱异响存在质量问题,"B33,"
487741,吉利汽车,帝豪,2017款 1.5L CVT 向上版 三厢 百万款,,2020-06-24,处理反馈,吉利帝豪刹车疲软 存在安全隐患,"E269,"
487740,上汽集团,名爵6,2018款 20T 自动 豪华智联版 国VI,,2020-06-24,用户评分,上汽名爵6踩刹车异响4S店多次维修不保修,"E43,I295,I297,J298,"
487739,上汽集团,名爵ZS,2019款 1.5L 手动 65寸巨幕天窗全球版 国VI,,2020-06-24,处理反馈,上汽名爵ZS发动机高温熄火厂家不回复,"A191,I295,I294,"
487736,吉利汽车,帝豪,2019款 领军版 1.5L 手动 豪华型 国VI,,2020-06-24,处理反馈,吉利帝豪发动机脚垫前摆臂横梁有维修痕迹,"M283,"
487734,广汽丰田,汉兰达,2018款 2.0T 四驱 豪华版 7座 国VI,,2020-06-24,处理反馈,广汽丰田汉兰达扶手箱滑轨断裂4S店不保修,"H168,I297,N317,"
487727,东风标致,标致4008,2017款 350THP 精英版,,2020-06-24,信息审核,东风标致4008服务站未将保养记录上传,"J299,"
487724,吉利汽车,帝豪,2014款 1.5L 手动 时尚型 三厢,,2020-06-24,用户评分,吉利帝豪变速箱打齿无法正常挂挡,"B20,B77,"
487720,一汽-大众,探岳,2019款 征途版 280TSI 两驱 豪华型 国Ⅵ,,2020-06-24,用户评分,一汽大众探岳喇叭声音发闷影响使用,"H151,"
487718,一汽丰田,RAV4荣放,2016款 2.0L CVT 两驱 风尚版 国V,,2020-06-24,信息审核,一汽丰田RAV4荣放尾灯自然开裂质量差,"H220,I295,"
487717,奇瑞汽车,艾瑞泽7,2016款 1.6L CVT 致尚版,,2020-06-24,处理反馈,奇瑞艾瑞泽7车门生锈存在质量问题,"H79,"
487712,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,,2020-06-24,用户评分,吉利博越实车无挡位显示灯与宣传不符,"M279,"
487711,沃尔沃（进口）,沃尔沃V40,2019款 T4 智雅版,,2020-06-24,信息审核,进口沃尔沃V40经销商手续办理缓慢,"I282,O353,"
487710,一汽-大众奥迪,奥迪A3,2020款 Limousine 35 TFSI 运动型 国VI,,2020-06-24,信息审核,一汽大众奥迪A3新车无法缴纳购置税,"M284,"
487709,广汽本田,飞度,2014款 1.5L CVT SE时尚型,,2020-06-24,处理反馈,广汽本田飞度发动机无法启动要求解决,"A44,"
487706,广汽本田,飞度,2020款 1.5L CVT 舒适天窗版,,2020-06-23,处理反馈,广汽本田飞度邓禄普轮胎爆胎存在质量问题,"F130,N316,"
487702,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,,2020-06-23,处理反馈,长安马自达昂克赛拉中控屏开裂影响正常使用,"H134,"
487696,广汽丰田,凯美瑞,2019款 2.0G 豪华版 国VI,,2020-06-23,处理反馈,广汽丰田凯美瑞发动机舱内进入泥沙,"Q322,"
487694,广汽丰田,雷凌,2017款 185T CVT 精英版 国V 改款,,2020-06-23,处理反馈,广汽丰田雷凌仪表台开裂 车内有异响,"H176,H164,"
487692,北京现代,瑞纳,2017款 1.4L 手动 焕彩版 国V,,2020-06-23,处理反馈,北京现代瑞纳发动机异响一直没有处理好,"A9,"
487691,广汽本田,飞度,2014款 1.5L CVT LX舒适型,,2020-06-23,处理反馈,广汽本田飞度冷车启动发动机有异响,"A9,"
487688,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,,2020-06-23,信息审核,一汽丰田亚洲龙行驶中天窗和车身有异响,"H15,H89,"
487686,江铃汽车,驭胜S350,2016款 2.4T 自动 四驱 柴油 豪华版 5座,,2020-06-23,信息审核,江铃驭胜S350质保期内车身多处有生锈的现象,"H79,"
487685,东风标致,标致408,2019款 350THP 自动 豪华版 国V,,2020-06-23,处理反馈,东风标致408驾驶位与副驾驶位上方有异响,"H164,"
487681,东南汽车,V5菱致,2014款 1.5T CVT 智控型,,2020-06-23,处理反馈,东南V5菱致行驶过程中变速箱故障失去动力,"B96,B334,"
487680,吉利汽车,星越,2019款 350T AWD 驭星者,,2020-06-23,用户评分,吉利星越升级GKUI19系统后依然卡顿,"O348,"
487679,吉利汽车,星越,2019款 350T 耀星者,,2020-06-23,处理反馈,吉利星越雨刮器在工作时卡顿而且异响,"H60,"
487677,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,,2020-06-23,信息审核,斯柯达速派座椅开裂 材质与宣传不符,"H168,H169,"
487675,上汽斯柯达,速派,2016款 TSI330 DSG 创行版,,2020-06-23,信息审核,斯柯达速派变速箱故障灯亮机电单元损坏,"B96,B77,B115,"
487672,长安马自达,马自达3 昂克赛拉,2016款 1.5L 手动 豪华型 三厢,,2020-06-23,处理反馈,长安马自达昂克赛拉中控屏幕爆裂影响使用,"H134,H168,"
487671,东风雪铁龙,爱丽舍,2014款 1.6L 手动 时尚型CNG,,2020-06-23,处理反馈,东风雪铁龙爱丽舍启动后变速箱无法挂挡,"B20,"
487670,一汽-大众奥迪,奥迪A6L,2020款 45 TFSI quattro 臻选致雅型,,2020-06-23,信息审核,一汽大众奥迪A6L承诺多色氛围灯实际未配备,"M279,"
487669,福田汽车,奥铃,2007款 BJ1049V8JEA-B,,2020-06-23,信息审核,福田奥铃捷运启动后挂一挡发动机无动力,"A163,"
487668,东风日产,天籁,2019款 2.0T XL 智领版,,2020-06-23,用户评分,东风日产天籁行驶时中控台存在金属摩擦声,"H93,"
487667,东风本田,本田CR-V,2019款 耀目版 240TURBO CVT 两驱 舒适版 国VI,,2020-06-23,用户评分,东风本田CR-V天窗遮阳帘无法开启 换挡异响,"B33,H192,"
487666,众泰汽车,众泰T500,2018款 1.5T 手动 尊享型 5座,,2020-06-23,处理反馈,众泰T500中控显示屏闪烁无法使用,"H134,"
487662,长城汽车,哈弗H6 Coupe,2018款 1.5T 自动 两驱 超豪型 蓝标,,2020-06-23,处理反馈,哈弗H6 Coupe电瓶亏电充电后未解决,"H146,"
487660,众泰汽车,众泰T700,2017款 1.8T 双离合 尊贵型,,2020-06-23,处理反馈,众泰T700方向盘转不动希望尽快解决,"D156,D291,"
487651,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,,2020-06-23,信息审核,一汽大众奥迪A4L变速箱机电单元故障,"B115,"
487647,北京现代,菲斯塔,2019款 280TGDi 运动版 国VI,,2020-06-23,处理反馈,北京现代菲斯塔4S店不兑现贴膜承诺,"L313,"
487645,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,,2020-06-23,处理反馈,吉利缤越车机系统黑屏死机升级承诺不兑现,"H155,L314,"
487639,吉利汽车,缤越,2019款 260T DCT 游侠 运动款 国V,,2020-06-23,处理反馈,吉利缤越车门漏风 系统升级承诺不兑现,"H144,L314,"
487638,北汽银翔,幻速S6,2017款 1.5T 手动 智能型,,2020-06-23,信息审核,北汽幻速S6发动机噪音大后视镜漆面变色,"A38,H201,"
487635,吉利汽车,吉利icon,2020款 300T i9 BSG,,2020-06-23,用户评分,吉利icon厂家置换补贴政策不兑现,"L313,"
487634,奇瑞汽车,捷途X70S,2019款 X70S 1.5T 手动 征途版 国V,,2020-06-23,用户评分,捷途X70S发动机冷却风扇固定螺丝脱落,"A191,A145,H101,"
487625,一汽丰田,卡罗拉,2019款 1.2T S-CVT GL-i精英版,,2020-06-23,信息审核,一汽丰田卡罗拉悬架螺丝生锈存在质量问题,"H79,"
487619,吉利汽车,缤越,2019款 260T DCT 游侠 国VI,,2020-06-23,处理反馈,吉利缤越发动机漏油希望厂家处理问题,"A12,"
487615,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 臻享型,,2020-06-23,用户评分,吉利嘉际漆面起泡希望厂家处理问题,"H81,"
487613,长安马自达,马自达CX-5,2015款 2.5L 自动 四驱 旗舰型,,2020-06-23,处理反馈,长安马自达CX-5中控屏闪屏希望厂家处理,"H134,"
487612,吉利汽车,星越,2019款 改款 350T 耀星者,,2020-06-23,用户评分,吉利星越贴膜工艺差导致门窗有起泡,"J303,J299,"
487611,东风悦达起亚,起亚K4,2017款 1.6T 自动 T-DLX Turbo,,2020-06-23,处理反馈,东风悦达起亚K4变速箱抖动换挡顿挫,"B19,B95,"
487609,东风日产,劲客,2017款 1.5L CVT 智行版,,2020-06-23,处理反馈,东风日产劲客中控卡屏播放音乐断开,"H134,"
487605,一汽-大众奥迪,奥迪A6L,2016款 TFSI 双离合 运动型,,2020-06-23,信息审核,一汽大众奥迪A6L节温器底座漏液,"A37,"
487603,东风标致,标致408,2016款 1.6T 自动 豪华版,,2020-06-23,处理反馈,东风标致408减震器异响希望得到处理,"G52,"
487602,广汽三菱,欧蓝德,2019款 2.0L 两驱 畅享版 5座 国VI,,2020-06-23,厂家受理,广汽三菱欧蓝德左后方安全带无法抽出,"H118,"
487600,吉利汽车,博越,2018款 1.8TD 自动 两驱 智联型 4G互联版,,2020-06-23,处理反馈,吉利博越漆面脱落严重影响车辆美观,"H81,"
487596,北京现代,领动,2020款 1.5L CVT 智炫·精英型,,2020-06-23,处理反馈,北京现代领动新车顶棚存在明显污渍,"L313,M284,"
